Id,Label,timeset,modularity_class,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
허리,허리,,0,1384,5740,2,0.765745,0.847041,109.479595
키크,키크,,2,1090,4708,2,0.688061,0.77332,62.387172
내,내,,1,1628,7500,2,0.844915,0.908225,184.829813
9월,9월,,0,1282,4942,2,0.736881,0.821464,88.607159
겁니다,겁니다,,1,1642,6950,2,0.849957,0.911735,205.589864
마취,마취,,1,856,2936,2,0.636654,0.714644,31.795563
신경,신경,,1,1664,7096,2,0.858003,0.917252,207.782459
찌다,찌다,,2,1408,5784,2,0.772868,0.853059,120.516241
비다,비다,,2,1516,5762,2,0.806634,0.88014,147.327887
여자애,여자애,,2,1288,5834,2,0.738519,0.822969,89.331027
기억,기억,,2,1614,8498,2,0.839933,0.904714,186.291772
.....,.....,,1,1554,5532,2,0.819228,0.889669,165.063814
끼다,끼다,,0,1466,5486,2,0.790642,0.867603,133.918857
휴지,휴지,,0,1384,5492,2,0.765745,0.847041,108.818668
사춘기,사춘기,,2,1448,6430,2,0.785039,0.863089,134.800442
4월,4월,,0,1348,5352,2,0.755303,0.838014,100.002839
튀어나오다,튀어나오다,,1,1342,4054,2,0.75359,0.83651,110.570788
수도,수도,,1,1642,6992,2,0.849957,0.911735,197.137706
하얗다,하얗다,,0,1338,4670,2,0.752453,0.835507,105.106923
16,16,,1,1428,4776,2,0.778906,0.858074,132.614128
이구,이구,,0,1520,5184,2,0.807942,0.881143,158.112578
두다,두다,,2,1680,9246,2,0.863951,0.921264,201.337618
1일,1일,,0,1408,4820,2,0.772868,0.853059,124.552222
투명하다,투명하다,,0,1282,4340,2,0.736881,0.821464,83.646683
자세하다,자세하다,,1,1582,5928,2,0.828761,0.89669,186.906085
완전,완전,,2,1608,9990,2,0.837815,0.90321,176.498594
찾아보다,찾아보다,,1,1594,6142,2,0.832916,0.899699,187.057592
참다,참다,,1,1326,4698,2,0.749061,0.832497,95.501371
올라오다,올라오다,,2,1602,8438,2,0.835708,0.901705,175.588842
겨울방학,겨울방학,,1,1384,5614,2,0.765745,0.847041,118.921398
낫다,낫다,,1,1420,4910,2,0.77648,0.856068,136.614762
기분,기분,,1,1602,7522,2,0.835708,0.901705,169.830461
혼자,혼자,,1,1490,5696,2,0.798239,0.873621,141.668233
라서,라서,,2,1500,6060,2,0.801447,0.876128,144.362313
가면,가면,,0,1414,6464,2,0.77467,0.854564,114.026797
맨날,맨날,,2,1498,7922,2,0.800803,0.875627,151.937288
점점,점점,,2,1534,7002,2,0.812551,0.884654,155.035837
소음순,소음순,,1,1080,2984,2,0.685695,0.770812,49.253912
여름,여름,,0,1358,5376,2,0.758175,0.840522,114.121692
밤,밤,,1,1454,5066,2,0.786898,0.864594,134.704129
오래,오래,,2,1526,6576,2,0.809911,0.882648,157.355337
커서,커서,,2,1412,5214,2,0.774068,0.854062,141.082095
50,50,,1,1306,3602,2,0.743475,0.827482,94.985023
자고,자고,,2,1620,7274,2,0.842061,0.906219,190.344906
이틀,이틀,,0,1402,5522,2,0.771075,0.851555,128.138051
이라도,이라도,,0,1548,5972,2,0.817213,0.888164,169.009967
로는,로는,,1,1614,7288,2,0.839933,0.904714,187.91468
잠,잠,,1,1548,6334,2,0.817213,0.888164,161.673269
아래,아래,,2,1474,5578,2,0.793158,0.869609,146.664646
청소년,청소년,,0,1404,5048,2,0.771672,0.852056,116.059929
맺다,맺다,,0,1220,4252,2,0.720376,0.805918,74.846719
번하다,번하다,,0,1228,4186,2,0.722464,0.807924,86.764293
줄다,줄다,,0,1418,4782,2,0.775875,0.855567,123.800498
제대로,제대로,,1,1610,5874,2,0.83852,0.903711,188.007155
둘레,둘레,,2,1084,6004,2,0.686639,0.771815,50.225835
확인,확인,,0,1592,6358,2,0.83222,0.899198,173.933945
늘어나다,늘어나다,,1,1348,3852,2,0.755303,0.838014,96.643834
달에,달에,,0,1084,4122,2,0.686639,0.771815,55.441497
누르다,누르다,,1,1424,4344,2,0.777691,0.857071,122.74569
한적,한적,,0,1550,5690,2,0.817884,0.888666,161.24579
되게,되게,,1,1526,6260,2,0.809911,0.882648,164.873052
심해지다,심해지다,,0,1338,5188,2,0.752453,0.835507,92.933207
가기,가기,,0,1494,5678,2,0.799519,0.874624,131.559248
이미,이미,,2,1524,9348,2,0.809253,0.882146,146.240112
등,등,,1,1608,6426,2,0.837815,0.90321,173.700782
라는,라는,,1,1638,6928,2,0.848511,0.910732,194.904277
얘기,얘기,,1,1612,6426,2,0.839226,0.904213,166.655242
ㅠㅜ,ㅠㅜ,,0,1438,4486,2,0.781961,0.860582,133.189954
불순,불순,,0,1200,4182,2,0.715208,0.800903,71.591731
어떤,어떤,,1,1492,4874,2,0.798878,0.874122,140.876943
대다,대다,,1,1518,6372,2,0.807287,0.880642,153.213318
나기,나기,,2,1450,6648,2,0.785658,0.863591,126.205228
자극,자극,,1,1094,4304,2,0.689012,0.774323,52.908807
삽입,삽입,,0,1204,3864,2,0.716236,0.801906,75.186299
12,12,,2,1332,5658,2,0.750753,0.834002,99.985785
학기,학기,,2,1168,4002,2,0.707092,0.792879,70.067932
식,식,,2,1598,6114,2,0.83431,0.900702,170.698172
팬티라이너,팬티라이너,,0,1196,4226,2,0.714183,0.7999,66.396915
그대로,그대로,,1,1532,4566,2,0.811889,0.884152,167.107383
색깔,색깔,,0,1338,4520,2,0.752453,0.835507,95.987907
;;,;;,,1,1452,4496,2,0.786278,0.864092,130.126931
자르다,자르다,,2,1292,4058,2,0.739614,0.823972,98.62028
빠지다,빠지다,,0,1496,4688,2,0.800161,0.875125,143.348908
줄이다,줄이다,,1,1332,4466,2,0.750753,0.834002,98.714461
월경,월경,,0,1170,3840,2,0.707594,0.79338,65.449263
줄,줄,,1,1566,5852,2,0.823287,0.892678,165.07604
솔직하다,솔직하다,,1,1476,6212,2,0.79379,0.87011,129.95428
년,년,,1,1556,5796,2,0.819901,0.890171,155.037618
네,네,,2,1464,4634,2,0.790016,0.867101,143.424527
:,:,,1,1052,2824,2,0.679155,0.763791,56.0029
꽤,꽤,,2,1478,4836,2,0.794422,0.870612,156.76254
내다,내다,,1,1346,4454,2,0.754731,0.837513,108.921315
말고,말고,,1,1502,5118,2,0.802092,0.87663,144.20447
경험,경험,,1,1500,4548,2,0.801447,0.876128,154.278445
예,예,,1,1430,5034,2,0.779515,0.858576,133.605456
떨어지다,떨어지다,,1,1534,5738,2,0.812551,0.884654,163.350663
새다,새다,,0,1260,4704,2,0.730938,0.815948,83.827472
자기,자기,,1,1510,5824,2,0.804681,0.878636,150.541672
쿠퍼액,쿠퍼액,,1,1186,3850,2,0.711635,0.797392,74.835171
급하다,급하다,,0,1360,4100,2,0.758752,0.841023,109.535377
옷,옷,,1,1444,4788,2,0.783805,0.862086,131.047078
잡다,잡다,,2,1500,5778,2,0.801447,0.876128,145.620097
부다,부다,,2,1230,3876,2,0.722988,0.808425,76.423955
대부분,대부분,,2,1388,6974,2,0.766923,0.848044,104.800082
모양,모양,,1,1218,3498,2,0.719856,0.805416,85.426175
손가락,손가락,,0,1348,4086,2,0.755303,0.838014,102.154168
딸,딸,,1,1136,2732,2,0.699158,0.784855,72.610376
나가다,나가다,,2,1536,5430,2,0.813214,0.885155,154.41858
부위,부위,,1,1334,4428,2,0.751319,0.834504,112.83128
5월,5월,,0,1270,4222,2,0.733628,0.818455,83.929678
쉬다,쉬다,,1,1370,4978,2,0.76165,0.843531,97.059543
없어지다,없어지다,,1,1368,3988,2,0.761069,0.843029,102.842177
염증,염증,,1,1188,3580,2,0.712143,0.797894,66.611255
인거,인거,,1,1554,5162,2,0.819228,0.889669,160.987584
180,180,,2,1060,3358,2,0.681011,0.765797,56.864355
"""","""",,1,1202,2736,2,0.715721,0.801404,71.120801
달동,달동,,2,1424,6652,2,0.777691,0.857071,121.982595
2~3,2~3,,1,1390,5890,2,0.767513,0.848546,116.784213
또래,또래,,2,1268,4566,2,0.733088,0.817954,90.59001
딱딱하다,딱딱하다,,1,1308,4360,2,0.74403,0.827984,91.732152
예요,예요,,0,1378,3876,2,0.763985,0.845537,115.370013
라면,라면,,1,1470,5656,2,0.791898,0.868606,143.483205
동생,동생,,1,1108,2316,2,0.692361,0.777834,53.040722
풀,풀,,2,1242,4140,2,0.726147,0.811434,92.701614
분들,분들,,1,1520,5018,2,0.807942,0.881143,156.740815
노란색,노란색,,0,1256,3766,2,0.729868,0.814945,83.546778
들어서다,들어서다,,1,1432,4950,2,0.780125,0.859077,124.117402
주일,주일,,0,1382,4490,2,0.765157,0.84654,114.370631
어머니,어머니,,2,1286,4690,2,0.737972,0.822467,88.659972
까지도,까지도,,0,1416,4492,2,0.775272,0.855065,116.043861
뭘,뭘,,0,1378,4396,2,0.763985,0.845537,107.890134
잡히다,잡히다,,0,1070,3370,2,0.683345,0.768305,52.93393
가지다,가지다,,0,1412,4644,2,0.774068,0.854062,116.443891
답,답,,2,1546,6218,2,0.816544,0.887663,157.623674
이라서,이라서,,0,1376,4036,2,0.7634,0.845035,123.468777
명,명,,2,1348,6656,2,0.755303,0.838014,107.772055
네이버,네이버,,2,1404,7536,2,0.771672,0.852056,111.779736
일찍,일찍,,2,1310,5210,2,0.744586,0.828485,101.552151
9,9,,2,1276,7084,2,0.735251,0.81996,90.875744
볼때,볼때,,1,1200,4286,2,0.715208,0.800903,75.304867
기다리다,기다리다,,0,1442,4380,2,0.783189,0.861585,136.344735
피다,피다,,0,1132,3740,2,0.698179,0.783852,66.089547
뛰다,뛰다,,0,1376,4942,2,0.7634,0.845035,109.669726
좋아하다,좋아하다,,1,1262,3556,2,0.731475,0.816449,88.537279
얇다,얇다,,2,1226,7256,2,0.721941,0.807422,74.76711
죽다,죽다,,0,1466,4272,2,0.790642,0.867603,128.837495
다이어트,다이어트,,0,1146,3694,2,0.701619,0.787362,68.12016
투명,투명,,0,1136,3680,2,0.699158,0.784855,58.657832
지면,지면,,1,1178,3452,2,0.709609,0.795386,67.586251
제거,제거,,1,1076,3338,2,0.684753,0.769809,63.383438
이라는,이라는,,2,1482,5300,2,0.79569,0.871615,140.947878
유전,유전,,2,1322,5692,2,0.747937,0.831494,101.433913
장난,장난,,2,1476,5338,2,0.79379,0.87011,137.376414
까진,까진,,2,1432,5610,2,0.780125,0.859077,136.420039
만나다,만나다,,2,1262,4112,2,0.731475,0.816449,78.935924
해결,해결,,1,1460,4546,2,0.788766,0.866098,120.358151
상황,상황,,1,1460,4722,2,0.788766,0.866098,134.94015
흰색,흰색,,0,1216,3370,2,0.719336,0.804915,76.142339
배다,배다,,0,1208,4028,2,0.717266,0.802909,72.828587
10월,10월,,0,1198,3794,2,0.714695,0.800401,77.976818
짧다,짧다,,2,1428,6602,2,0.778906,0.858074,116.86294
똑같다,똑같다,,2,1338,4672,2,0.752453,0.835507,110.115094
인터넷,인터넷,,1,1524,5328,2,0.809253,0.882146,149.420108
검색,검색,,2,1530,6396,2,0.811229,0.883651,152.618728
이건,이건,,2,1508,5400,2,0.804032,0.878134,149.418424
구멍,구멍,,1,1042,2316,2,0.67685,0.761284,50.844944
밥,밥,,0,1190,4000,2,0.712652,0.798395,70.737209
비만,비만,,2,1168,4572,2,0.707092,0.792879,67.610947
벗기다,벗기다,,1,932,2134,2,0.652487,0.733701,40.905465
방광염,방광염,,1,842,2428,2,0.633821,0.711133,25.654514
야,야,,2,1468,5368,2,0.79127,0.868104,136.872714
위로,위로,,1,1322,3882,2,0.747937,0.831494,100.884892
해오다,해오다,,1,1326,5088,2,0.749061,0.832497,104.49922
옆,옆,,1,1444,4550,2,0.783805,0.862086,136.364389
액체,액체,,0,1150,3188,2,0.702607,0.788365,68.305428
한데,한데,,0,1440,4156,2,0.782575,0.861083,129.34028
말씀드리다,말씀드리다,,1,1388,4698,2,0.766923,0.848044,111.442413
이차,이차,,2,910,4852,2,0.647823,0.728185,25.050626
에서는,에서는,,1,1464,5194,2,0.790016,0.867101,142.940826
안다,안다,,2,1364,4616,2,0.759909,0.842026,112.22648
11월,11월,,0,1062,3336,2,0.681476,0.766299,53.686976
어디,어디,,1,1270,3346,2,0.733628,0.818455,95.903945
물론,물론,,2,1512,6576,2,0.805331,0.879137,146.793744
피부,피부,,1,1272,3600,2,0.734168,0.818957,84.146811
재다,재다,,2,1048,3560,2,0.678231,0.762788,52.349891
까맣다,까맣다,,2,844,3504,2,0.634224,0.711635,23.022267
길다,길다,,2,1412,5854,2,0.774068,0.854062,112.275642
젠,젠,,0,1388,4868,2,0.766923,0.848044,108.790655
?(,?(,,0,1374,4232,2,0.762816,0.844534,112.476119
제일,제일,,1,1596,6050,2,0.833612,0.900201,179.198308
긁다,긁다,,0,1082,2790,2,0.686167,0.771314,51.086017
원인,원인,,1,1284,3870,2,0.737426,0.821966,85.438903
고등학교,고등학교,,1,1476,5782,2,0.79379,0.87011,134.864654
성병,성병,,1,904,2738,2,0.646563,0.72668,34.04488
길어지다,길어지다,,2,1292,6090,2,0.739614,0.823972,93.56583
중간,중간,,0,1304,3720,2,0.742921,0.826981,93.208817
덮다,덮다,,1,968,3350,2,0.660265,0.742728,40.591074
성장하다,성장하다,,2,1008,4664,2,0.669128,0.752758,45.420424
속,속,,1,1442,4522,2,0.783189,0.861585,131.576687
재,재,,2,1432,7588,2,0.780125,0.859077,141.600756
생활,생활,,1,1414,4802,2,0.77467,0.854564,123.757642
쭉,쭉,,0,1252,3678,2,0.728801,0.813942,84.102247
휘,휘,,1,766,1894,2,0.61887,0.692076,24.948801
중반,중반,,2,1214,4046,2,0.718818,0.804413,82.095835
방학,방학,,0,1378,4544,2,0.763985,0.845537,113.081623
한쪽,한쪽,,1,996,2198,2,0.666444,0.749749,44.273928
느껴지다,느껴지다,,1,1376,4944,2,0.7634,0.845035,106.839276
10일,10일,,0,1156,3874,2,0.704096,0.78987,65.752602
7일,7일,,0,1180,3784,2,0.710114,0.795888,70.365172
성욕,성욕,,1,948,2288,2,0.655921,0.737713,41.407442
며칠,며칠,,0,1278,3604,2,0.735793,0.820461,96.061582
내일,내일,,0,1172,3124,2,0.708097,0.793882,77.716197
짜다,짜다,,2,1348,4216,2,0.755303,0.838014,104.768748
걔,걔,,2,1100,3138,2,0.690443,0.775827,54.510644
거리,거리,,1,1540,5136,2,0.814542,0.886158,157.201481
많아지다,많아지다,,0,1312,4104,2,0.745142,0.828987,92.476069
느리다,느리다,,2,1222,4018,2,0.720897,0.806419,76.105711
확,확,,2,1326,4172,2,0.749061,0.832497,107.948529
섞이다,섞이다,,0,1056,3578,2,0.680082,0.764794,47.841476
지는,지는,,0,1492,5016,2,0.798878,0.874122,145.92162
3년,3년,,0,1178,3332,2,0.709609,0.795386,68.216812
복용,복용,,0,1150,3090,2,0.702607,0.788365,63.382237
호르몬,호르몬,,2,1248,5574,2,0.727737,0.812939,79.856735
거나,거나,,1,1472,4684,2,0.792528,0.869107,128.814204
놀리다,놀리다,,2,1206,5540,2,0.716751,0.802407,74.319556
여드름,여드름,,0,1214,3132,2,0.718818,0.804413,76.418327
너,너,,2,1480,5042,2,0.795056,0.871113,132.576355
80,80,,2,1166,3184,2,0.706591,0.792377,68.522552
초음파,초음파,,0,1264,4326,2,0.732012,0.816951,75.233744
머리,머리,,0,1414,4182,2,0.77467,0.854564,123.571519
양은,양은,,0,1180,4254,2,0.710114,0.795888,65.391769
;,;,,1,1272,3262,2,0.734168,0.818957,98.594919
처녀막,처녀막,,0,734,1538,2,0.612784,0.684052,17.933553
저녁,저녁,,0,1354,3914,2,0.757024,0.839519,104.593258
사다,사다,,1,1374,4370,2,0.762816,0.844534,106.236784
150,150,,2,1126,3726,2,0.696716,0.782347,66.701758
168,168,,2,970,3286,2,0.660702,0.74323,43.038919
진지하다,진지하다,,1,1260,3394,2,0.730938,0.815948,94.324847
엇,엇,,1,1134,3490,2,0.698669,0.784353,64.619941
노랗다,노랗다,,0,1130,3068,2,0.697691,0.78335,59.876281
그렇다고,그렇다고,,2,1394,5330,2,0.768697,0.849549,115.552954
스럽다,스럽다,,1,1304,4302,2,0.742921,0.826981,87.21994
무엇,무엇,,1,1310,3644,2,0.744586,0.828485,92.910313
초반,초반,,0,1096,3370,2,0.689488,0.774824,60.939884
뚱뚱하다,뚱뚱하다,,2,854,3006,2,0.636248,0.714142,28.029817
우리,우리,,1,1274,3660,2,0.734709,0.819458,87.021361
사이즈,사이즈,,2,1070,2790,2,0.683345,0.768305,53.893817
확률,확률,,2,1242,3914,2,0.726147,0.811434,93.272886
높다,높다,,1,1394,4402,2,0.768697,0.849549,129.327155
눕다,눕다,,1,1294,3842,2,0.740163,0.824473,91.070557
어쩔,어쩔,,0,1278,3790,2,0.735793,0.820461,94.808985
사라지다,사라지다,,1,1250,4254,2,0.728269,0.81344,83.889436
쯤에,쯤에,,0,1004,2824,2,0.668231,0.751755,49.410507
당황,당황,,1,1310,4304,2,0.744586,0.828485,86.608233
후반,후반,,0,1022,3356,2,0.672286,0.756269,51.76704
지난,지난,,0,1396,4310,2,0.76929,0.85005,117.105642
애가,애가,,2,1106,3252,2,0.691881,0.777332,54.345252
1~2,1~2,,2,1326,4256,2,0.749061,0.832497,111.840652
뭐라다,뭐라다,,1,1260,3784,2,0.730938,0.815948,80.076557
보기,보기,,2,1400,5204,2,0.770479,0.851053,114.702665
당연하다,당연하다,,0,1312,3534,2,0.745142,0.828987,94.695414
하얀색,하얀색,,0,1118,2846,2,0.694774,0.780341,55.603312
얘,얘,,2,1296,3816,2,0.740713,0.824975,91.386066
영향,영향,,1,1182,3000,2,0.71062,0.796389,68.373907
겨드랑이털,겨드랑이털,,2,976,2596,2,0.662019,0.744734,43.600033
오빠,오빠,,1,1134,3388,2,0.698669,0.784353,67.203187
겨울,겨울,,1,1146,3582,2,0.701619,0.787362,64.577558
어떻,어떻,,1,1254,3420,2,0.729334,0.814443,96.510543
지만,지만,,1,1398,5276,2,0.769884,0.850552,117.407941
몇번,몇번,,1,1252,3314,2,0.728801,0.813942,77.254432
끊다,끊다,,1,1074,2868,2,0.684283,0.769308,58.006129
초등학생,초등학생,,1,1082,2478,2,0.686167,0.771314,61.935798
ㅜㅜㅜ,ㅜㅜㅜ,,0,1134,2972,2,0.698669,0.784353,60.746504
꿈,꿈,,1,996,2240,2,0.666444,0.749749,41.508407
끼,끼,,0,1294,3686,2,0.740163,0.824473,98.20979
17,17,,2,1114,3268,2,0.693807,0.779338,64.234609
언,언,,0,1238,3498,2,0.725091,0.810431,82.929161
문,문,,1,1354,3756,2,0.757024,0.839519,115.812311
대로,대로,,2,1280,3646,2,0.736337,0.820963,92.983815
어쩌,어쩌,,0,1240,3386,2,0.725619,0.810933,76.802216
기준,기준,,2,1198,3526,2,0.714695,0.800401,78.664244
펴다,펴다,,0,1318,4418,2,0.746816,0.830491,95.956203
최대한,최대한,,1,1298,3490,2,0.741264,0.825476,102.770059
아무리,아무리,,1,1400,4446,2,0.770479,0.851053,122.608147
니깐,니깐,,1,1258,3160,2,0.730403,0.815446,101.19107
께서,께서,,1,1338,4542,2,0.752453,0.835507,102.044909
그리다,그리다,,1,1322,4002,2,0.747937,0.831494,110.180409
따다,따다,,1,1234,2786,2,0.724038,0.809428,86.062923
별,별,,0,1214,3480,2,0.718818,0.804413,72.312415
추천,추천,,1,1138,3528,2,0.699649,0.785356,61.499704
말씀,말씀,,1,1348,3620,2,0.755303,0.838014,100.079853
라도,라도,,0,1168,3272,2,0.707092,0.792879,72.573037
닿다,닿다,,1,1130,3026,2,0.697691,0.78335,67.862726
힘드다,힘드다,,2,1214,4664,2,0.718818,0.804413,73.707584
대,대,,1,1284,3474,2,0.737426,0.821966,91.890999
힘,힘,,1,1394,4444,2,0.768697,0.849549,122.264759
생기,생기,,2,1158,4024,2,0.704594,0.790371,60.533927
여친,여친,,1,956,1924,2,0.657652,0.739719,37.36541
크게,크게,,2,1128,3254,2,0.697203,0.782849,74.383741
젖꼭지,젖꼭지,,2,674,1182,2,0.60169,0.669007,18.014603
163,163,,2,804,2372,2,0.626256,0.701605,28.583354
효과,효과,,1,1180,3092,2,0.710114,0.795888,70.173376
보이,보이,,1,1258,3756,2,0.730403,0.815446,93.166924
여러,여러,,2,1410,5080,2,0.773468,0.853561,109.889005
새벽,새벽,,1,1248,3444,2,0.727737,0.812939,75.162187
상,상,,2,1362,5946,2,0.75933,0.841525,108.239958
남기다,남기다,,2,1004,2554,2,0.668231,0.751755,48.618849
목욕탕,목욕탕,,2,1242,5002,2,0.726147,0.811434,77.016506
보내다,보내다,,1,1164,3300,2,0.706091,0.791876,70.712204
배란,배란,,0,904,2350,2,0.646563,0.72668,35.851292
윗,윗,,1,1072,2590,2,0.683813,0.768806,58.221378
누나,누나,,1,580,1164,2,0.585094,0.645436,11.096245
11,11,,2,1030,3740,2,0.674104,0.758275,47.037652
얼굴,얼굴,,1,1200,2848,2,0.715208,0.800903,80.493715
쪽팔리다,쪽팔리다,,1,1144,4140,2,0.701125,0.786861,60.490016
쫌,쫌,,2,1132,2746,2,0.698179,0.783852,69.013167
놀다,놀다,,1,1218,3604,2,0.719856,0.805416,75.310064
혹,혹,,1,780,1616,2,0.621571,0.695587,23.897232
딱하다,딱하다,,0,1280,3516,2,0.736337,0.820963,88.315591
확실하다,확실하다,,1,1346,3512,2,0.754731,0.837513,112.214239
넘어가다,넘어가다,,1,1282,3628,2,0.736881,0.821464,92.62536
-,-,,1,1072,2068,2,0.683813,0.768806,47.208953
사,사,,1,1238,3240,2,0.725091,0.810431,87.645505
부탁,부탁,,1,1230,3138,2,0.722988,0.808425,82.122212
압박,압박,,1,860,1666,2,0.637468,0.715647,28.172768
?..,?..,,2,1266,4434,2,0.73255,0.817452,90.938764
+,+,,1,1200,2898,2,0.715208,0.800903,72.639458
작고,작고,,2,1172,3914,2,0.708097,0.793882,69.261937
눈,눈,,1,1264,3496,2,0.732012,0.816951,90.83997
습관,습관,,1,1274,3516,2,0.734709,0.819458,87.966125
에만,에만,,0,1276,3336,2,0.735251,0.81996,90.051788
변하다,변하다,,1,1178,2796,2,0.709609,0.795386,67.969807
밖,밖,,1,1132,2624,2,0.698179,0.783852,72.612219
ㅇ,ㅇ,,0,1010,2026,2,0.669577,0.75326,45.396231
는걸,는걸,,1,1296,3694,2,0.740713,0.824975,92.50761
흐르다,흐르다,,0,1202,3376,2,0.715721,0.801404,73.622698
.),.),,1,1308,3998,2,0.74403,0.827984,92.483304
브라,브라,,2,898,2118,2,0.645307,0.725176,37.474668
바르다,바르다,,1,1056,2572,2,0.680082,0.764794,51.827596
이야기,이야기,,1,1256,3418,2,0.729868,0.814945,85.014417
그러면,그러면,,2,1354,5076,2,0.757024,0.839519,105.708703
건강,건강,,0,1140,2872,2,0.70014,0.785858,63.52794
도움,도움,,2,1196,3188,2,0.714183,0.7999,72.578623
175,175,,2,692,2290,2,0.604976,0.673521,20.923069
예상,예상,,2,954,2648,2,0.657218,0.739218,43.465179
우유,우유,,2,914,2852,2,0.648666,0.729188,40.788683
고통,고통,,1,986,2238,2,0.664224,0.747242,45.080627
순간,순간,,1,1252,3388,2,0.728801,0.813942,82.01126
소리,소리,,2,1318,4656,2,0.746816,0.830491,93.050874
물질,물질,,0,754,1626,2,0.616574,0.689067,19.195262
심지어,심지어,,2,1300,4246,2,0.741815,0.825978,98.99574
시키다,시키다,,1,1202,2982,2,0.715721,0.801404,79.556906
..??,..??,,0,996,2268,2,0.666444,0.749749,46.268333
심해,심해,,0,1048,2334,2,0.678231,0.762788,57.756702
늦어지다,늦어지다,,0,798,1750,2,0.625078,0.7001,20.306799
몽우리,몽우리,,2,754,1736,2,0.616574,0.689067,22.036952
1시간,1시간,,0,1214,3486,2,0.718818,0.804413,78.889762
초기,초기,,0,1188,3704,2,0.712143,0.797894,69.814442
대한,대한,,1,1320,3568,2,0.747376,0.830993,92.943101
워,워,,0,1044,2438,2,0.67731,0.761785,43.334127
찢어지다,찢어지다,,0,862,1696,2,0.637876,0.716148,30.409599
벌써,벌써,,0,1110,2846,2,0.692842,0.778335,65.338249
음식,음식,,0,1224,3088,2,0.721418,0.806921,76.086657
중이,중이,,0,1152,2422,2,0.703103,0.788867,66.185079
173,173,,2,702,1996,2,0.606817,0.676028,20.823701
지름,지름,,1,846,2302,2,0.634628,0.712136,25.593956
옛날,옛날,,1,1280,3092,2,0.736337,0.820963,99.57863
.(,.(,,2,1444,4288,2,0.783805,0.862086,129.788461
음,음,,1,1164,3096,2,0.706091,0.791876,67.426849
에서도,에서도,,2,1384,5168,2,0.765745,0.847041,107.127743
마르다,마르다,,0,1060,3106,2,0.681011,0.765797,52.76964
똥,똥,,0,894,1988,2,0.644473,0.724173,30.32603
6일,6일,,0,954,2778,2,0.657218,0.739218,37.941648
자궁경부암,자궁경부암,,0,628,1142,2,0.593452,0.657472,9.561923
성희롱,성희롱,,1,826,1612,2,0.630614,0.707121,23.652318
여름방학,여름방학,,0,1018,2792,2,0.67138,0.755266,52.804263
안쪽,안쪽,,1,894,1832,2,0.644473,0.724173,33.309382
된거,된거,,2,1264,3494,2,0.732012,0.816951,78.926963
근,근,,0,1100,2726,2,0.690443,0.775827,58.434821
가만히,가만히,,2,1322,3802,2,0.747937,0.831494,103.139981
완전하다,완전하다,,1,1130,2814,2,0.697691,0.78335,61.619604
언니,언니,,0,1020,2564,2,0.671833,0.755767,48.976913
지식인,지식인,,1,1308,3220,2,0.74403,0.827984,104.253003
방치,방치,,1,1098,3432,2,0.689965,0.775326,55.735773
용,용,,0,1046,2364,2,0.67777,0.762287,47.805589
2019년,2019년,,0,948,2360,2,0.655921,0.737713,37.062271
20일,20일,,0,862,2032,2,0.637876,0.716148,29.378625
155,155,,2,756,2134,2,0.616955,0.689569,24.418896
닫히다,닫히다,,2,794,2356,2,0.624296,0.699097,25.49943
세다,세다,,1,1266,2856,2,0.73255,0.817452,80.942342
보여주다,보여주다,,1,884,1622,2,0.642397,0.721665,30.960177
오,오,,0,1184,3088,2,0.711127,0.796891,73.467591
대충,대충,,2,1462,4852,2,0.78939,0.8666,127.634085
든,든,,0,1236,3202,2,0.724564,0.80993,94.295371
바닥,바닥,,1,848,1772,2,0.635032,0.712638,32.93928
돌아오다,돌아오다,,0,1148,2778,2,0.702113,0.787864,73.044955
설명,설명,,1,1166,2782,2,0.706591,0.792377,63.17216
다가,다가,,0,1166,2906,2,0.706591,0.792377,66.17461
마음,마음,,1,1268,3014,2,0.733088,0.817954,89.719453
목,목,,1,916,2026,2,0.649089,0.729689,32.115978
ㅠㅠㅠㅠㅠ,ㅠㅠㅠㅠㅠ,,0,992,2430,2,0.665554,0.748746,51.324832
본적,본적,,0,1270,2886,2,0.733628,0.818455,81.93031
년도,년도,,0,1062,2738,2,0.681476,0.766299,57.415938
156,156,,2,792,2096,2,0.623905,0.698596,25.985099
착용,착용,,0,988,2290,2,0.664667,0.747743,38.905356
바꾸다,바꾸다,,1,1126,3518,2,0.696716,0.782347,67.341298
테스트,테스트,,0,946,2454,2,0.65549,0.737212,35.71201
줄어들다,줄어들다,,0,1130,3272,2,0.697691,0.78335,64.74194
만큼,만큼,,0,1146,3040,2,0.701619,0.787362,67.870501
함몰,함몰,,2,698,1388,2,0.606079,0.675025,17.74284
지내다,지내다,,1,1054,3000,2,0.679618,0.764293,51.192524
비,비,,1,1130,2826,2,0.697691,0.78335,64.792504
가안,가안,,2,790,1772,2,0.623515,0.698094,29.825803
그땐,그땐,,1,1344,4530,2,0.75416,0.837011,99.803109
지속,지속,,0,1188,2980,2,0.712143,0.797894,71.673118
절대,절대,,0,1124,3026,2,0.696229,0.781846,54.585029
가족,가족,,1,1338,3762,2,0.752453,0.835507,103.133402
끈,끈,,0,952,2102,2,0.656785,0.738716,37.397159
그랬는데,그랬는데,,1,1240,3066,2,0.725619,0.810933,77.6574
